,movie,year,imdb,metascore,votes
0,Inception,(2010),8.8,74,1984884
1,Shutter Island,(2010),8.2,63,1087981
2,Toy Story 3,(2010),8.3,92,735808
3,Iron Man 2,(2010),7.0,57,702696
4,Black Swan,(2010),8.0,79,683139
5,How to Train Your Dragon,(2010),8.1,75,647994
6,The King's Speech,(2010),8.0,88,625464
7,The Social Network,(2010),7.7,95,605105
8,Kick-Ass,(2010),7.6,66,516121
9,Despicable Me,(2010),7.6,72,489081
10,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65,459854
11,Tangled,(2010),7.7,71,393833
12,Alice in Wonderland,(I) (2010),6.4,53,375175
13,Scott Pilgrim vs. the World,(2010),7.5,69,364832
14,Easy A,(2010),7.0,72,348565
15,The Town,(2010),7.5,74,342199
16,127 Hours,(2010),7.6,82,340775
17,The Fighter,(I) (2010),7.8,79,332526
18,The Expendables,(2010),6.5,45,319989
19,Due Date,(2010),6.5,51,317419
20,TRON: Legacy,(2010),6.8,49,307951
21,True Grit,(2010),7.6,80,302995
22,Salt,(2010),6.4,65,290127
23,The Book of Eli,(2010),6.9,53,286894
24,RED,(2010),7.0,60,282740
25,Insidious,(I) (2010),6.8,52,270176
26,Prince of Persia: The Sands of Time,(2010),6.6,50,266811
27,Clash of the Titans,(2010),5.8,39,266162
28,Robin Hood,(2010),6.6,53,248745
29,The A-Team,(2010),6.7,47,242486
30,The Other Guys,(2010),6.6,64,236573
31,Grown Ups,(I) (2010),5.9,30,223118
32,The Twilight Saga: Eclipse,(2010),5.0,58,221756
33,Megamind,(2010),7.2,63,221499
34,The Tourist,(I) (2010),6.0,37,218820
35,Predators,(2010),6.4,51,207947
36,Machete,(2010),6.6,60,187918
37,Unstoppable,(2010),6.8,69,180993
38,Blue Valentine,(2010),7.4,81,179886
39,Shrek Forever After,(2010),6.3,58,179304
40,The Next Three Days,(2010),7.4,52,177955
41,Knight and Day,(2010),6.3,46,176553
42,Love & Other Drugs,(2010),6.7,55,176139
43,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,47,173348
44,Get Him to the Greek,(2010),6.4,65,167370
45,Tucker and Dale vs Evil,(2010),7.5,65,161579
46,Inception,(2010),8.8,74,1984884
47,Shutter Island,(2010),8.2,63,1087981
48,Toy Story 3,(2010),8.3,92,735808
49,Iron Man 2,(2010),7.0,57,702696
50,Black Swan,(2010),8.0,79,683139
51,How to Train Your Dragon,(2010),8.1,75,647994
52,The King's Speech,(2010),8.0,88,625464
53,The Social Network,(2010),7.7,95,605105
54,Kick-Ass,(2010),7.6,66,516121
55,Despicable Me,(2010),7.6,72,489081
56,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65,459854
57,Tangled,(2010),7.7,71,393833
58,Alice in Wonderland,(I) (2010),6.4,53,375175
59,Scott Pilgrim vs. the World,(2010),7.5,69,364832
60,Easy A,(2010),7.0,72,348565
61,The Town,(2010),7.5,74,342199
62,127 Hours,(2010),7.6,82,340775
63,The Fighter,(I) (2010),7.8,79,332526
64,The Expendables,(2010),6.5,45,319989
65,Due Date,(2010),6.5,51,317419
66,TRON: Legacy,(2010),6.8,49,307951
67,True Grit,(2010),7.6,80,302995
68,Salt,(2010),6.4,65,290127
69,The Book of Eli,(2010),6.9,53,286894
70,RED,(2010),7.0,60,282740
71,Insidious,(I) (2010),6.8,52,270176
72,Prince of Persia: The Sands of Time,(2010),6.6,50,266811
73,Clash of the Titans,(2010),5.8,39,266162
74,Robin Hood,(2010),6.6,53,248745
75,The A-Team,(2010),6.7,47,242486
76,The Other Guys,(2010),6.6,64,236573
77,Grown Ups,(I) (2010),5.9,30,223118
78,The Twilight Saga: Eclipse,(2010),5.0,58,221756
79,Megamind,(2010),7.2,63,221499
80,The Tourist,(I) (2010),6.0,37,218820
81,Predators,(2010),6.4,51,207947
82,Machete,(2010),6.6,60,187918
83,Unstoppable,(2010),6.8,69,180993
84,Blue Valentine,(2010),7.4,81,179886
85,Shrek Forever After,(2010),6.3,58,179304
86,The Next Three Days,(2010),7.4,52,177955
87,Knight and Day,(2010),6.3,46,176553
88,Love & Other Drugs,(2010),6.7,55,176139
89,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,47,173348
90,Get Him to the Greek,(2010),6.4,65,167370
91,Tucker and Dale vs Evil,(2010),7.5,65,161579
92,Inception,(2010),8.8,74,1984884
93,Shutter Island,(2010),8.2,63,1087981
94,Toy Story 3,(2010),8.3,92,735808
95,Iron Man 2,(2010),7.0,57,702696
96,Black Swan,(2010),8.0,79,683139
97,How to Train Your Dragon,(2010),8.1,75,647994
98,The King's Speech,(2010),8.0,88,625464
99,The Social Network,(2010),7.7,95,605105
100,Kick-Ass,(2010),7.6,66,516121
101,Despicable Me,(2010),7.6,72,489081
102,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65,459854
103,Tangled,(2010),7.7,71,393833
104,Alice in Wonderland,(I) (2010),6.4,53,375175
105,Scott Pilgrim vs. the World,(2010),7.5,69,364832
106,Easy A,(2010),7.0,72,348565
107,The Town,(2010),7.5,74,342199
108,127 Hours,(2010),7.6,82,340775
109,The Fighter,(I) (2010),7.8,79,332526
110,The Expendables,(2010),6.5,45,319989
111,Due Date,(2010),6.5,51,317419
112,TRON: Legacy,(2010),6.8,49,307951
113,True Grit,(2010),7.6,80,302995
114,Salt,(2010),6.4,65,290127
115,The Book of Eli,(2010),6.9,53,286894
116,RED,(2010),7.0,60,282740
117,Insidious,(I) (2010),6.8,52,270176
118,Prince of Persia: The Sands of Time,(2010),6.6,50,266811
119,Clash of the Titans,(2010),5.8,39,266162
120,Robin Hood,(2010),6.6,53,248745
121,The A-Team,(2010),6.7,47,242486
122,The Other Guys,(2010),6.6,64,236573
123,Grown Ups,(I) (2010),5.9,30,223118
124,The Twilight Saga: Eclipse,(2010),5.0,58,221756
125,Megamind,(2010),7.2,63,221499
126,The Tourist,(I) (2010),6.0,37,218820
127,Predators,(2010),6.4,51,207947
128,Machete,(2010),6.6,60,187918
129,Unstoppable,(2010),6.8,69,180993
130,Blue Valentine,(2010),7.4,81,179886
131,Shrek Forever After,(2010),6.3,58,179304
132,The Next Three Days,(2010),7.4,52,177955
133,Knight and Day,(2010),6.3,46,176553
134,Love & Other Drugs,(2010),6.7,55,176139
135,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,47,173348
136,Get Him to the Greek,(2010),6.4,65,167370
137,Tucker and Dale vs Evil,(2010),7.5,65,161579
138,Inception,(2010),8.8,74,1984884
139,Shutter Island,(2010),8.2,63,1087981
140,Toy Story 3,(2010),8.3,92,735808
141,Iron Man 2,(2010),7.0,57,702696
142,Black Swan,(2010),8.0,79,683139
143,How to Train Your Dragon,(2010),8.1,75,647994
144,The King's Speech,(2010),8.0,88,625464
145,The Social Network,(2010),7.7,95,605105
146,Kick-Ass,(2010),7.6,66,516121
147,Despicable Me,(2010),7.6,72,489081
148,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65,459854
149,Tangled,(2010),7.7,71,393833
150,Alice in Wonderland,(I) (2010),6.4,53,375175
151,Scott Pilgrim vs. the World,(2010),7.5,69,364832
152,Easy A,(2010),7.0,72,348565
153,The Town,(2010),7.5,74,342199
154,127 Hours,(2010),7.6,82,340775
155,The Fighter,(I) (2010),7.8,79,332526
156,The Expendables,(2010),6.5,45,319989
157,Due Date,(2010),6.5,51,317419
158,TRON: Legacy,(2010),6.8,49,307951
159,True Grit,(2010),7.6,80,302995
160,Salt,(2010),6.4,65,290127
161,The Book of Eli,(2010),6.9,53,286894
162,RED,(2010),7.0,60,282740
163,Insidious,(I) (2010),6.8,52,270176
164,Prince of Persia: The Sands of Time,(2010),6.6,50,266811
165,Clash of the Titans,(2010),5.8,39,266162
166,Robin Hood,(2010),6.6,53,248745
167,The A-Team,(2010),6.7,47,242486
168,The Other Guys,(2010),6.6,64,236573
169,Grown Ups,(I) (2010),5.9,30,223118
170,The Twilight Saga: Eclipse,(2010),5.0,58,221756
171,Megamind,(2010),7.2,63,221499
172,The Tourist,(I) (2010),6.0,37,218820
173,Predators,(2010),6.4,51,207947
174,Machete,(2010),6.6,60,187918
175,Unstoppable,(2010),6.8,69,180993
176,Blue Valentine,(2010),7.4,81,179886
177,Shrek Forever After,(2010),6.3,58,179304
178,The Next Three Days,(2010),7.4,52,177955
179,Knight and Day,(2010),6.3,46,176553
180,Love & Other Drugs,(2010),6.7,55,176139
181,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,47,173348
182,Get Him to the Greek,(2010),6.4,65,167370
183,Tucker and Dale vs Evil,(2010),7.5,65,161579
184,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,85,738652
185,The Intouchables,(2011),8.5,57,732065
186,Thor,(2011),7.0,57,727539
187,Captain America: The First Avenger,(2011),6.9,66,719765
188,X-Men: First Class,(2011),7.7,65,634644
189,Drive,(I) (2011),7.8,78,555337
190,Limitless,(I) (2011),7.4,59,517095
191,Rise of the Planet of the Apes,(2011),7.6,68,489063
192,Source Code,(2011),7.5,74,474683
193,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,45,470381
194,"Crazy, Stupid, Love",(2011),7.4,68,460478
195,The Hangover Part II,(2011),6.4,44,454387
196,Mission: Impossible - Ghost Protocol,(2011),7.4,73,447684
197,Warrior,(2011),8.2,71,425324
198,The Help,(2011),8.0,62,417326
199,Horrible Bosses,(2011),6.9,57,414297
200,Sherlock Holmes: A Game of Shadows,(2011),7.5,48,412164
201,The Girl with the Dragon Tattoo,(2011),7.8,71,409470
202,Transformers: Dark of the Moon,(2011),6.2,42,378814
203,Midnight in Paris,(2011),7.7,81,377355
204,The Cabin in the Woods,(2011),7.0,72,364082
205,In Time,(2011),6.7,53,361966
206,Moneyball,(2011),7.6,87,351322
207,Fast Five,(2011),7.3,66,345782
208,Super 8,(2011),7.0,72,333139
209,Friends with Benefits,(2011),6.5,63,332650
210,50/50,(2011),7.6,72,310906
211,Hugo,(2011),7.5,83,298237
212,Real Steel,(2011),7.1,56,292193
213,Contagion,(2011),6.7,70,271689
214,Green Lantern,(2011),5.5,39,262285
215,Bridesmaids,(I) (2011),6.8,75,261832
216,Kung Fu Panda 2,(2011),7.2,67,245591
217,Unknown,(I) (2011),6.8,56,244007
218,The Adjustment Bureau,(2011),7.0,60,238759
219,The Grey,(2011),6.8,64,236797
220,Paul,(2011),7.0,57,230474
221,Rango,(2011),7.2,75,229862
222,The Descendants,(2011),7.3,84,229451
223,Sucker Punch,(2011),6.0,33,226397
224,The Artist,(I) (2011),7.9,89,226382
225,I Am Number Four,(2011),6.1,36,224420
226,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,45,218064
227,Just Go with It,(2011),6.4,33,215743
228,A Separation,(2011),8.3,95,212661
229,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,85,738652
230,The Intouchables,(2011),8.5,57,732065
231,Thor,(2011),7.0,57,727539
232,Captain America: The First Avenger,(2011),6.9,66,719765
233,X-Men: First Class,(2011),7.7,65,634644
234,Drive,(I) (2011),7.8,78,555337
235,Limitless,(I) (2011),7.4,59,517095
236,Rise of the Planet of the Apes,(2011),7.6,68,489063
237,Source Code,(2011),7.5,74,474683
238,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,45,470381
239,"Crazy, Stupid, Love",(2011),7.4,68,460478
240,The Hangover Part II,(2011),6.4,44,454387
241,Mission: Impossible - Ghost Protocol,(2011),7.4,73,447684
242,Warrior,(2011),8.2,71,425324
243,The Help,(2011),8.0,62,417326
244,Horrible Bosses,(2011),6.9,57,414297
245,Sherlock Holmes: A Game of Shadows,(2011),7.5,48,412164
246,The Girl with the Dragon Tattoo,(2011),7.8,71,409470
247,Transformers: Dark of the Moon,(2011),6.2,42,378814
248,Midnight in Paris,(2011),7.7,81,377355
249,The Cabin in the Woods,(2011),7.0,72,364082
250,In Time,(2011),6.7,53,361966
251,Moneyball,(2011),7.6,87,351322
252,Fast Five,(2011),7.3,66,345782
253,Super 8,(2011),7.0,72,333139
254,Friends with Benefits,(2011),6.5,63,332650
255,50/50,(2011),7.6,72,310906
256,Hugo,(2011),7.5,83,298237
257,Real Steel,(2011),7.1,56,292193
258,Contagion,(2011),6.7,70,271689
259,Green Lantern,(2011),5.5,39,262285
260,Bridesmaids,(I) (2011),6.8,75,261832
261,Kung Fu Panda 2,(2011),7.2,67,245591
262,Unknown,(I) (2011),6.8,56,244007
263,The Adjustment Bureau,(2011),7.0,60,238759
264,The Grey,(2011),6.8,64,236797
265,Paul,(2011),7.0,57,230474
266,Rango,(2011),7.2,75,229862
267,The Descendants,(2011),7.3,84,229451
268,Sucker Punch,(2011),6.0,33,226397
269,The Artist,(I) (2011),7.9,89,226382
270,I Am Number Four,(2011),6.1,36,224420
271,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,45,218064
272,Just Go with It,(2011),6.4,33,215743
273,A Separation,(2011),8.3,95,212661
274,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,85,738652
275,The Intouchables,(2011),8.5,57,732065
276,Thor,(2011),7.0,57,727539
277,Captain America: The First Avenger,(2011),6.9,66,719765
278,X-Men: First Class,(2011),7.7,65,634644
279,Drive,(I) (2011),7.8,78,555337
280,Limitless,(I) (2011),7.4,59,517095
281,Rise of the Planet of the Apes,(2011),7.6,68,489063
282,Source Code,(2011),7.5,74,474683
283,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,45,470381
284,"Crazy, Stupid, Love",(2011),7.4,68,460478
285,The Hangover Part II,(2011),6.4,44,454387
286,Mission: Impossible - Ghost Protocol,(2011),7.4,73,447684
287,Warrior,(2011),8.2,71,425324
288,The Help,(2011),8.0,62,417326
289,Horrible Bosses,(2011),6.9,57,414297
290,Sherlock Holmes: A Game of Shadows,(2011),7.5,48,412164
291,The Girl with the Dragon Tattoo,(2011),7.8,71,409470
292,Transformers: Dark of the Moon,(2011),6.2,42,378814
293,Midnight in Paris,(2011),7.7,81,377355
294,The Cabin in the Woods,(2011),7.0,72,364082
295,In Time,(2011),6.7,53,361966
296,Moneyball,(2011),7.6,87,351322
297,Fast Five,(2011),7.3,66,345782
298,Super 8,(2011),7.0,72,333139
299,Friends with Benefits,(2011),6.5,63,332650
300,50/50,(2011),7.6,72,310906
301,Hugo,(2011),7.5,83,298237
302,Real Steel,(2011),7.1,56,292193
303,Contagion,(2011),6.7,70,271689
304,Green Lantern,(2011),5.5,39,262285
305,Bridesmaids,(I) (2011),6.8,75,261832
306,Kung Fu Panda 2,(2011),7.2,67,245591
307,Unknown,(I) (2011),6.8,56,244007
308,The Adjustment Bureau,(2011),7.0,60,238759
309,The Grey,(2011),6.8,64,236797
310,Paul,(2011),7.0,57,230474
311,Rango,(2011),7.2,75,229862
312,The Descendants,(2011),7.3,84,229451
313,Sucker Punch,(2011),6.0,33,226397
314,The Artist,(I) (2011),7.9,89,226382
315,I Am Number Four,(2011),6.1,36,224420
316,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,45,218064
317,Just Go with It,(2011),6.4,33,215743
318,A Separation,(2011),8.3,95,212661
319,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,85,738652
320,The Intouchables,(2011),8.5,57,732065
321,Thor,(2011),7.0,57,727539
322,Captain America: The First Avenger,(2011),6.9,66,719765
323,X-Men: First Class,(2011),7.7,65,634644
324,Drive,(I) (2011),7.8,78,555337
325,Limitless,(I) (2011),7.4,59,517095
326,Rise of the Planet of the Apes,(2011),7.6,68,489063
327,Source Code,(2011),7.5,74,474683
328,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,45,470381
329,"Crazy, Stupid, Love",(2011),7.4,68,460478
330,The Hangover Part II,(2011),6.4,44,454387
331,Mission: Impossible - Ghost Protocol,(2011),7.4,73,447684
332,Warrior,(2011),8.2,71,425324
333,The Help,(2011),8.0,62,417326
334,Horrible Bosses,(2011),6.9,57,414297
335,Sherlock Holmes: A Game of Shadows,(2011),7.5,48,412164
336,The Girl with the Dragon Tattoo,(2011),7.8,71,409470
337,Transformers: Dark of the Moon,(2011),6.2,42,378814
338,Midnight in Paris,(2011),7.7,81,377355
339,The Cabin in the Woods,(2011),7.0,72,364082
340,In Time,(2011),6.7,53,361966
341,Moneyball,(2011),7.6,87,351322
342,Fast Five,(2011),7.3,66,345782
343,Super 8,(2011),7.0,72,333139
344,Friends with Benefits,(2011),6.5,63,332650
345,50/50,(2011),7.6,72,310906
346,Hugo,(2011),7.5,83,298237
347,Real Steel,(2011),7.1,56,292193
348,Contagion,(2011),6.7,70,271689
349,Green Lantern,(2011),5.5,39,262285
350,Bridesmaids,(I) (2011),6.8,75,261832
351,Kung Fu Panda 2,(2011),7.2,67,245591
352,Unknown,(I) (2011),6.8,56,244007
353,The Adjustment Bureau,(2011),7.0,60,238759
354,The Grey,(2011),6.8,64,236797
355,Paul,(2011),7.0,57,230474
356,Rango,(2011),7.2,75,229862
357,The Descendants,(2011),7.3,84,229451
358,Sucker Punch,(2011),6.0,33,226397
359,The Artist,(I) (2011),7.9,89,226382
360,I Am Number Four,(2011),6.1,36,224420
361,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,45,218064
362,Just Go with It,(2011),6.4,33,215743
363,A Separation,(2011),8.3,95,212661
364,The Dark Knight Rises,(2012),8.4,78,1472005
365,Django Unchained,(2012),8.4,81,1308963
366,The Avengers,(2012),8.0,69,1236985
367,The Hunger Games,(2012),7.2,68,827225
368,The Hobbit: An Unexpected Journey,(2012),7.8,58,743880
369,Silver Linings Playbook,(2012),7.7,81,648611
370,Skyfall,(2012),7.7,81,618105
371,Life of Pi,(2012),7.9,79,567618
372,Argo,(2012),7.7,86,560838
373,Ted,(2012),6.9,62,560110
374,Prometheus,(I) (2012),7.0,64,558427
375,The Amazing Spider-Man,(2012),6.9,66,548041
376,Looper,(2012),7.4,84,523961
377,21 Jump Street,(2012),7.2,69,500080
378,The Perks of Being a Wallflower,(2012),8.0,67,448776
379,Wreck-It Ralph,(2012),7.7,72,369515
380,Brave,(2012),7.1,69,362354
381,Cloud Atlas,(2012),7.4,55,338875
382,Men in Black 3,(2012),6.8,58,327980
383,Flight,(I) (2012),7.3,76,318153
384,Moonrise Kingdom,(2012),7.8,84,309730
385,Les Misérables,(2012),7.6,63,301155
386,Jack Reacher,(2012),7.0,50,300447
387,The Expendables 2,(2012),6.6,51,287436
388,Taken 2,(2012),6.3,45,284529
389,The Bourne Legacy,(2012),6.7,61,279489
390,Pitch Perfect,(2012),7.2,66,269825
391,Snow White and the Huntsman,(2012),6.1,57,268293
392,The Hunt,(2012),8.3,77,267011
393,The Dictator,(2012),6.4,58,266387
394,Zero Dark Thirty,(2012),7.4,95,264902
395,John Carter,(2012),6.6,51,251069
396,Dredd,(2012),7.1,60,245227
397,Dark Shadows,(2012),6.2,55,241825
398,The Place Beyond the Pines,(2012),7.3,68,239753
399,Lincoln,(2012),7.3,86,239389
400,Chronicle,(2012),7.0,69,236574
401,Total Recall,(I) (2012),6.3,43,236460
402,Seven Psychopaths,(2012),7.2,66,235511
403,Battleship,(2012),5.8,41,232700
404,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,52,225103
405,Lawless,(2012),7.3,58,223430
406,End of Watch,(2012),7.6,68,223305
407,Hotel Transylvania,(2012),7.1,47,217359
408,Sinister,(I) (2012),6.8,53,212336
409,Safe House,(2012),6.7,52,201045
410,American Reunion,(2012),6.7,49,199336
411,The Impossible,(2012),7.6,73,191041
412,Ice Age: Continental Drift,(2012),6.6,49,186676
413,The Dark Knight Rises,(2012),8.4,78,1472005
414,Django Unchained,(2012),8.4,81,1308963
415,The Avengers,(2012),8.0,69,1236985
416,The Hunger Games,(2012),7.2,68,827225
417,The Hobbit: An Unexpected Journey,(2012),7.8,58,743880
418,Silver Linings Playbook,(2012),7.7,81,648611
419,Skyfall,(2012),7.7,81,618105
420,Life of Pi,(2012),7.9,79,567618
421,Argo,(2012),7.7,86,560838
422,Ted,(2012),6.9,62,560110
423,Prometheus,(I) (2012),7.0,64,558427
424,The Amazing Spider-Man,(2012),6.9,66,548041
425,Looper,(2012),7.4,84,523961
426,21 Jump Street,(2012),7.2,69,500080
427,The Perks of Being a Wallflower,(2012),8.0,67,448776
428,Wreck-It Ralph,(2012),7.7,72,369515
429,Brave,(2012),7.1,69,362354
430,Cloud Atlas,(2012),7.4,55,338875
431,Men in Black 3,(2012),6.8,58,327980
432,Flight,(I) (2012),7.3,76,318153
433,Moonrise Kingdom,(2012),7.8,84,309730
434,Les Misérables,(2012),7.6,63,301155
435,Jack Reacher,(2012),7.0,50,300447
436,The Expendables 2,(2012),6.6,51,287436
437,Taken 2,(2012),6.3,45,284529
438,The Bourne Legacy,(2012),6.7,61,279489
439,Pitch Perfect,(2012),7.2,66,269825
440,Snow White and the Huntsman,(2012),6.1,57,268293
441,The Hunt,(2012),8.3,77,267011
442,The Dictator,(2012),6.4,58,266387
443,Zero Dark Thirty,(2012),7.4,95,264902
444,John Carter,(2012),6.6,51,251069
445,Dredd,(2012),7.1,60,245227
446,Dark Shadows,(2012),6.2,55,241825
447,The Place Beyond the Pines,(2012),7.3,68,239753
448,Lincoln,(2012),7.3,86,239389
449,Chronicle,(2012),7.0,69,236574
450,Total Recall,(I) (2012),6.3,43,236460
451,Seven Psychopaths,(2012),7.2,66,235511
452,Battleship,(2012),5.8,41,232700
453,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,52,225103
454,Lawless,(2012),7.3,58,223430
455,End of Watch,(2012),7.6,68,223305
456,Hotel Transylvania,(2012),7.1,47,217359
457,Sinister,(I) (2012),6.8,53,212336
458,Safe House,(2012),6.7,52,201045
459,American Reunion,(2012),6.7,49,199336
460,The Impossible,(2012),7.6,73,191041
461,Ice Age: Continental Drift,(2012),6.6,49,186676
462,The Dark Knight Rises,(2012),8.4,78,1472005
463,Django Unchained,(2012),8.4,81,1308963
464,The Avengers,(2012),8.0,69,1236985
465,The Hunger Games,(2012),7.2,68,827225
466,The Hobbit: An Unexpected Journey,(2012),7.8,58,743880
467,Silver Linings Playbook,(2012),7.7,81,648611
468,Skyfall,(2012),7.7,81,618105
469,Life of Pi,(2012),7.9,79,567618
470,Argo,(2012),7.7,86,560838
471,Ted,(2012),6.9,62,560110
472,Prometheus,(I) (2012),7.0,64,558427
473,The Amazing Spider-Man,(2012),6.9,66,548041
474,Looper,(2012),7.4,84,523961
475,21 Jump Street,(2012),7.2,69,500080
476,The Perks of Being a Wallflower,(2012),8.0,67,448776
477,Wreck-It Ralph,(2012),7.7,72,369515
478,Brave,(2012),7.1,69,362354
479,Cloud Atlas,(2012),7.4,55,338875
480,Men in Black 3,(2012),6.8,58,327980
481,Flight,(I) (2012),7.3,76,318153
482,Moonrise Kingdom,(2012),7.8,84,309730
483,Les Misérables,(2012),7.6,63,301155
484,Jack Reacher,(2012),7.0,50,300447
485,The Expendables 2,(2012),6.6,51,287436
486,Taken 2,(2012),6.3,45,284529
487,The Bourne Legacy,(2012),6.7,61,279489
488,Pitch Perfect,(2012),7.2,66,269825
489,Snow White and the Huntsman,(2012),6.1,57,268293
490,The Hunt,(2012),8.3,77,267011
491,The Dictator,(2012),6.4,58,266387
492,Zero Dark Thirty,(2012),7.4,95,264902
493,John Carter,(2012),6.6,51,251069
494,Dredd,(2012),7.1,60,245227
495,Dark Shadows,(2012),6.2,55,241825
496,The Place Beyond the Pines,(2012),7.3,68,239753
497,Lincoln,(2012),7.3,86,239389
498,Chronicle,(2012),7.0,69,236574
499,Total Recall,(I) (2012),6.3,43,236460
500,Seven Psychopaths,(2012),7.2,66,235511
501,Battleship,(2012),5.8,41,232700
502,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,52,225103
503,Lawless,(2012),7.3,58,223430
504,End of Watch,(2012),7.6,68,223305
505,Hotel Transylvania,(2012),7.1,47,217359
506,Sinister,(I) (2012),6.8,53,212336
507,Safe House,(2012),6.7,52,201045
508,American Reunion,(2012),6.7,49,199336
509,The Impossible,(2012),7.6,73,191041
510,Ice Age: Continental Drift,(2012),6.6,49,186676
511,The Dark Knight Rises,(2012),8.4,78,1472005
512,Django Unchained,(2012),8.4,81,1308963
513,The Avengers,(2012),8.0,69,1236985
514,The Hunger Games,(2012),7.2,68,827225
515,The Hobbit: An Unexpected Journey,(2012),7.8,58,743880
516,Silver Linings Playbook,(2012),7.7,81,648611
517,Skyfall,(2012),7.7,81,618105
518,Life of Pi,(2012),7.9,79,567618
519,Argo,(2012),7.7,86,560838
520,Ted,(2012),6.9,62,560110
521,Prometheus,(I) (2012),7.0,64,558427
522,The Amazing Spider-Man,(2012),6.9,66,548041
523,Looper,(2012),7.4,84,523961
524,21 Jump Street,(2012),7.2,69,500080
525,The Perks of Being a Wallflower,(2012),8.0,67,448776
526,Wreck-It Ralph,(2012),7.7,72,369515
527,Brave,(2012),7.1,69,362354
528,Cloud Atlas,(2012),7.4,55,338875
529,Men in Black 3,(2012),6.8,58,327980
530,Flight,(I) (2012),7.3,76,318153
531,Moonrise Kingdom,(2012),7.8,84,309730
532,Les Misérables,(2012),7.6,63,301155
533,Jack Reacher,(2012),7.0,50,300447
534,The Expendables 2,(2012),6.6,51,287436
535,Taken 2,(2012),6.3,45,284529
536,The Bourne Legacy,(2012),6.7,61,279489
537,Pitch Perfect,(2012),7.2,66,269825
538,Snow White and the Huntsman,(2012),6.1,57,268293
539,The Hunt,(2012),8.3,77,267011
540,The Dictator,(2012),6.4,58,266387
541,Zero Dark Thirty,(2012),7.4,95,264902
542,John Carter,(2012),6.6,51,251069
543,Dredd,(2012),7.1,60,245227
544,Dark Shadows,(2012),6.2,55,241825
545,The Place Beyond the Pines,(2012),7.3,68,239753
546,Lincoln,(2012),7.3,86,239389
547,Chronicle,(2012),7.0,69,236574
548,Total Recall,(I) (2012),6.3,43,236460
549,Seven Psychopaths,(2012),7.2,66,235511
550,Battleship,(2012),5.8,41,232700
551,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,52,225103
552,Lawless,(2012),7.3,58,223430
553,End of Watch,(2012),7.6,68,223305
554,Hotel Transylvania,(2012),7.1,47,217359
555,Sinister,(I) (2012),6.8,53,212336
556,Safe House,(2012),6.7,52,201045
557,American Reunion,(2012),6.7,49,199336
558,The Impossible,(2012),7.6,73,191041
559,Ice Age: Continental Drift,(2012),6.6,49,186676
560,The Wolf of Wall Street,(2013),8.2,75,1130746
561,Gravity,(2013),7.7,96,752055
562,Iron Man 3,(2013),7.2,62,736347
563,Man of Steel,(2013),7.0,55,675732
564,12 Years a Slave,(2013),8.1,96,620627
565,The Hunger Games: Catching Fire,(2013),7.5,76,600663
566,The Hobbit: The Desolation of Smaug,(2013),7.8,66,588776
567,World War Z,(2013),7.0,63,587411
568,Now You See Me,(I) (2013),7.3,50,582282
569,Thor: The Dark World,(2013),6.9,54,579109
570,Prisoners,(2013),8.1,70,576138
571,Frozen,(I) (2013),7.4,75,557962
572,Her,(2013),8.0,90,519338
573,Oblivion,(I) (2013),7.0,54,474927
574,The Great Gatsby,(2013),7.2,55,463520
575,Pacific Rim,(2013),6.9,65,458441
576,Star Trek Into Darkness,(2013),7.7,72,457355
577,American Hustle,(2013),7.2,90,438563
578,The Conjuring,(2013),7.5,68,427666
579,Dallas Buyers Club,(2013),8.0,80,427581
580,The Wolverine,(2013),6.7,61,420625
581,Rush,(I) (2013),8.1,74,420130
582,Elysium,(I) (2013),6.6,61,412270
583,Captain Phillips,(2013),7.8,82,409720
584,We're the Millers,(2013),7.0,44,392865
585,This Is the End,(2013),6.6,67,376788
586,Fast & Furious 6,(2013),7.1,61,361818
587,Despicable Me 2,(2013),7.3,62,361755
588,Monsters University,(2013),7.3,65,312279
589,Snowpiercer,(2013),7.1,84,301990
